course_title,course_id,course_avg_ratings,num_course_subscribers,num_course_reviews,course_length,course_language,course_type,course_instructor,course_instructor_id,num_course_instructor,num_course_lectures,course_publsihed_date,course_updated_date,course_list_price_inr,course_current_price_inr,course_instructional_level,course_category,course_label,is_course_bestseller,course_headline,course_url,course_image_url
Emotional Intelligence: How To Influence People & Businesses,756618,4.53,13421,5733,1.5 hours,English,Paid,Serah Lister,11276700,1,50,2016-05-15,2016-05-17,1999.0,449.0,All Levels,Personal Development,Emotional Intelligence,No,"5 Ways To Get People to Know, Like & Trust You",https://www.udemy.com/course/emotionalintelligence/,https://img-c.udemycdn.com/course/750x422/756618_d390_6.jpg
Mindfulness for Anxiety and Sleep - with Tara Brach,2343632,4.86,41044,5640,3 hours,English,Paid,"Tara Brach, Ph.D.",24514132,1,22,2019-05-24,2021-08-07,1299.0,1299.0,All Levels,Personal Development,Fear,No,Learn Practices that Help Reduce Stress and Calm Fears,https://www.udemy.com/course/heal-anxiety-sleep-easily-tara-brach/,https://img-c.udemycdn.com/course/750x422/2343632_42dc.jpg
Conscious Business: Building Positive Relationships,672754,4.56,13996,5610,2 hours,English,Paid,Conscious Business Institute - Peter Matthies,4593024,1,18,2015-11-18,2017-01-11,7500.0,7500.0,All Levels,Personal Development,Relationship Building,No,"Chapter 1: Create fulfilling relationships, communicate with authenticity, effectively deal with any conflict situation.",https://www.udemy.com/course/module-2-creating-fulfilling-relationships-great-teams/,https://img-c.udemycdn.com/course/750x422/672754_d914_8.jpg
Think Like a Leader with Brian Tracy,1123940,4.56,22295,5570,3 hours,English,Paid,Brian Tracy,1058694,1,62,2017-03-21,2018-01-26,7900.0,7900.0,Beginner Level,Personal Development,Leadership,Yes,Change your day to day habits to become a powerful motivator and achieve leadership success,https://www.udemy.com/course/think-like-a-leader-with-brian-tracy/,https://img-c.udemycdn.com/course/750x422/1123940_a854_3.jpg
Team Facilitation: The Core Skill of Great Team Leaders,378718,4.61,15968,5453,4 hours,English,Paid,"Lawrence M. Miller, Institute for Leadership Excellence",2042582,1,33,2015-01-13,2021-04-29,3399.0,449.0,Beginner Level,Personal Development,Facilitation,Yes,A guide to the skills of leading teams whether remote virtual teams or in person,https://www.udemy.com/course/team-leadership-facilitation-and-communication-essentials/,https://img-c.udemycdn.com/course/750x422/378718_9fa4_7.jpg
Soft Skills: The 11 Essential Career Soft Skills,1546424,4.53,70165,5431,31.5 hours,English,Paid,TJ Walker,2565950,1,602,2018-02-08,2022-09-30,3499.0,449.0,All Levels,Personal Development,Soft Skills,Yes,The Complete Lunchtime Soft Skills Course,https://www.udemy.com/course/soft-skills-the-11-essential-career-soft-skills/,https://img-c.udemycdn.com/course/750x422/1546424_a24e_3.jpg
Time Management & Productivity Best Practices: Get More Done,727262,4.5,24090,5380,3 hours,English,Paid,"Steve Ballinger, MBA",10634862,1,26,2016-01-15,2022-11-02,3499.0,449.0,All Levels,Personal Development,Time Management,No,"Time Management PRACTICAL TIPS you can use immediately to be more productive, manage your time, and reach your big goals",https://www.udemy.com/course/time-management-productivity-best-practices/,https://img-c.udemycdn.com/course/750x422/727262_9525_3.jpg
Happiness Life Coach Certification  (Accredited),673484,4.68,24906,5125,5.5 hours,English,Paid,Joeel & Natalie Rivera and Transformation Services,"988786, 62486662",2,40,2015-11-24,2022-11-03,3499.0,449.0,All Levels,Personal Development,Life Coach Training,No,Become a Certified Happiness Life Coach! Learn powerful tools and strategies to help your clients find their happiness.,https://www.udemy.com/course/happiness-life-coach-certification/,https://img-c.udemycdn.com/course/750x422/673484_bbc7_3.jpg
Primal Learning - Join the Top 1% Fastest Learners,684420,4.5,17324,5104,4 hours,English,Paid,Mathias G and Vegard Gjerde,"9914004, 11805206",2,109,2015-12-18,2018-01-28,3499.0,449.0,All Levels,Personal Development,Learning Strategies,No,Hack the flow state. Multiply your productivity. Ace your exams. Optimize your lifestyle. Double your reading speed.,https://www.udemy.com/course/primal-learning/,https://img-c.udemycdn.com/course/750x422/684420_0481_6.jpg
Email Ninja - Take Back Control of Your Email Inbox,648530,4.54,18168,4929,1 hour,English,Paid,Spacemakers Australia Pty Ltd,16953862,1,12,2015-11-06,2022-10-05,2299.0,2299.0,All Levels,Personal Development,Email Writing and Etiquette,Yes,An online education solution that will transform your email and time management habits....forever!,https://www.udemy.com/course/email-ninja/,https://img-c.udemycdn.com/course/750x422/648530_9089_8.jpg
Double Your Confidence & Self Esteem - Complete Blueprint,103738,4.57,45051,4911,9 hours,English,Paid,Jimmy Naraine and Jimmy Naraine Support,"1859852, 137189967",2,82,2013-12-30,2022-10-09,3499.0,449.0,All Levels,Personal Development,Confidence,No,"TOP-rated, 7-hour Course: Confidence. Self Esteem. Social Skills. Social Success. Inner Confidence. Body Language.",https://www.udemy.com/course/double-your-confidence-self-esteem/,https://img-c.udemycdn.com/course/750x422/103738_61ad_7.jpg
Effective Time Management - Get 10X More Done in Less Time,195286,4.52,53291,4829,1 hour,English,Paid,"William U. Peña, MBA",3732462,1,9,2014-04-08,2014-04-07,799.0,449.0,Beginner Level,Personal Development,Time Management,No,How Entrepreneurs and Small Business Owners can Get 10X More Done in Half of the Time,https://www.udemy.com/course/effective-time-management/,https://img-c.udemycdn.com/course/750x422/195286_51b6_2.jpg
Persuasion Masterclass: How To Powerfully Influence Anyone,1411356,4.37,22430,4826,3 hours,English,Paid,Brandon Hakim and Insider School,"9304596, 129334448",2,42,2017-10-31,2021-09-23,3499.0,449.0,All Levels,Personal Development,Communication Skills,No,Master The 3 Hidden Skills of the Most Persuasive People Without Manipulation In 10 Minutes A Day …Guaranteed!,https://www.udemy.com/course/persuasion-masterclass-how-to-powerfully-influence-anyone/,https://img-c.udemycdn.com/course/750x422/1411356_a3c6_3.jpg
How to be more productive working from home,846186,4.47,12749,4793,43 mins,English,Paid,Christopher Greenwood and Melanie Greenwood,"3637658, 17119674",2,17,2016-05-12,2016-05-17,2299.0,449.0,All Levels,Personal Development,Personal Productivity,No,Learn to plan your day strategically so that you can be more productive and have time left over,https://www.udemy.com/course/bemoreproductive/,https://img-c.udemycdn.com/course/750x422/846186_a3cf.jpg
10X SUPERHUMAN Focus: Maximize Your Brain & Focus,732914,4.69,40519,4782,13.5 hours,English,Paid,Silviu Marisk - Effective Learning Lab,5274990,1,182,2016-01-25,2022-08-17,3499.0,449.0,All Levels,Personal Development,Focus Mastery,Yes,ULTIMATE Focus Training: Discover a Step-By-Step SYSTEM for Accelerating Your Focus Without Stress or Procrastination,https://www.udemy.com/course/learn-focus-techniques/,https://img-c.udemycdn.com/course/750x422/732914_30c2_4.jpg
Influence People with Persuasion Psychology,666956,4.44,21122,4702,2 hours,English,Paid,"Andrew Luttrell, Ph.D.",12056666,1,26,2015-11-12,2021-05-17,3499.0,449.0,All Levels,Personal Development,Psychology,No,Better Marketing and Personal Success with Behavioral Science and the Psychology of Influence and Persuasion,https://www.udemy.com/course/psychology-influence/,https://img-c.udemycdn.com/course/750x422/666956_da0f_2.jpg
Voice Training – 30-Days to a More Confident Powerful Voice.,2038920,4.61,29968,4568,5 hours,English,Paid,Voiceover Masterclass and Peter Baker,"2626298, 125873532",2,35,2018-11-23,2022-08-25,3199.0,449.0,All Levels,Personal Development,Voice Training,Yes,A complete 30-day voice training plan & simple vocal exercises you can follow each day to totally transform your voice!,https://www.udemy.com/course/voice-training-30-days-to-a-more-confident-powerful-voice/,https://img-c.udemycdn.com/course/750x422/2038920_4910_2.jpg
Focus And Flow State: A Comprehensive Brain Guide,836874,4.59,19501,4476,2 hours,English,Paid,Gregory Caremans - Brain Academy,7010472,1,22,2017-03-24,2021-04-15,3399.0,449.0,All Levels,Personal Development,Focus Mastery,No,"A neuroscience perspective on Focus, from distractions and multi-tasking over improvement strategies to the Flow State",https://www.udemy.com/course/improve-your-focus/,https://img-c.udemycdn.com/course/750x422/836874_25ad_4.jpg
Dressing to Win in the Workplace,283336,4.35,8246,4413,1.5 hours,English,Paid,Kimberly Law,402677,1,32,2015-03-13,2021-05-11,3499.0,449.0,All Levels,Personal Development,Soft Skills,No,How to 'Dress for Success' to ensure confidence and excel in your career.,https://www.udemy.com/course/dress_for_success/,https://img-c.udemycdn.com/course/750x422/283336_8665_4.jpg
How to Lead & Coach Millennials & Gen Z Employees,1173748,4.46,9040,4347,1 hour,English,Paid,Carla Howard,31071078,1,9,2017-05-05,2021-10-22,3499.0,449.0,All Levels,Personal Development,Career Coaching,No,Increase your level of Influence & Promotability by tapping into the Optimism and Creativity of your team!,https://www.udemy.com/course/the-millennial-maze/,https://img-c.udemycdn.com/course/750x422/1173748_cc4a_7.jpg
How To Remember Everything With Tom Weber,336172,4.51,22813,4212,6 hours,English,Paid,Tom Weber,8656796,1,56,2014-11-20,2020-06-10,1499.0,449.0,All Levels,Personal Development,Memory,No,"Learn how to remember names, dates, presentations, speeches and anything else that holds importance in your life!",https://www.udemy.com/course/how-to-remember-everything/,https://img-c.udemycdn.com/course/750x422/336172_b9e5_2.jpg
Mind Mapping Mastery –> Effective Mind Maps -> Step by Step,47285,4.34,35799,4193,7.5 hours,English,Paid,Barry Mapp,671137,1,53,2013-06-18,2021-12-16,3499.0,449.0,All Levels,Personal Development,Mind Mapping,Yes,"Mind Mapping - SMART Productivity and Memory Tool: Think Clearly, Organise, & Plan better; Study, Learn, & Recall Faster",https://www.udemy.com/course/the-secrets-of-effective-mind-mapping/,https://img-c.udemycdn.com/course/750x422/47285_35a2_20.jpg
"Growth Mindset, Grit, and Neuroplasticity, for Success !",2656582,4.49,7350,3995,3.5 hours,English,Paid,Sivakami S ; MBA ; Leadership Research,31081028,1,45,2020-02-19,2022-06-24,2999.0,449.0,All Levels,Personal Development,Mindset,No,"Insights from Neuroplasticity, Mindset, and Grit : for Excellence, Success, and Happiness, Leaders, Managers, others !",https://www.udemy.com/course/achieve-excellence-with-mindset-grit-and-neuroplasticity/,https://img-c.udemycdn.com/course/750x422/2656582_8148_6.jpg
Leadership: Leading When You Are Not In Charge!,787618,4.38,29276,3978,3 hours,English,Paid,"Steve Ballinger, MBA",10634862,1,45,2016-03-22,2022-11-02,3499.0,449.0,All Levels,Personal Development,Leadership,No,Leadership is critical for managers but anyone can lead at anytime. Learn key leadership skills and enhance your career!,https://www.udemy.com/course/leadership-leading-not-in-charge/,https://img-c.udemycdn.com/course/750x422/787618_094c_3.jpg
Acumen Presents: Elizabeth Gilbert's Creativity Workshop,806626,4.8,17008,3957,1 hour,English,Paid,Acumen Academy Courses and Elizabeth Gilbert,"20134758, 21630616",2,20,2016-04-08,2021-10-20,6500.0,6500.0,All Levels,Personal Development,Creativity,No,Become equipped with the practical tools & inspiration to jumpstart your creative journey.,https://www.udemy.com/course/elizabeth-gilberts-creativity-workshop/,https://img-c.udemycdn.com/course/750x422/806626_f5c3_3.jpg
NLP Master Practitioner Training (Advanced to Specialist),1336870,4.56,44802,3939,45.5 hours,English,Paid,Kain Ramsay and The Academy of Modern Applied Psychology,"3890126, 50670208",2,157,2017-11-15,2022-10-17,3499.0,449.0,All Levels,Personal Development,Neuro-Linguistic Programming,No,A cutting-edge NLP Master Practitioner training to prepare you for extensive personal growth and professional excellence,https://www.udemy.com/course/neuro-linguistic-programming-nlp-master-practitioner-online-course/,https://img-c.udemycdn.com/course/750x422/1336870_9d77_10.jpg
Leadership Communication Skills for Influence and Impact,1328594,4.33,13305,3926,6.5 hours,English,Paid,Kain Ramsay and Jason Cask,"3890126, 41811634",2,41,2018-03-08,2018-03-16,2599.0,449.0,All Levels,Personal Development,Communication Skills,No,"Develop the communication skills that will make you irreplaceable, influential and unstoppable as a 21st century leader.",https://www.udemy.com/course/communication-skills-for-leadership-and-management-influence/,https://img-c.udemycdn.com/course/750x422/1328594_ca59_2.jpg
Positive Self Talk - Affirmations & Mindset,3805684,4.59,9869,3919,30 mins,English,Paid,Chris Croft,12250180,1,26,2021-02-01,2021-01-31,2799.0,449.0,All Levels,Personal Development,Mindset,No,"Reprogram your mind for positivity, success and growth",https://www.udemy.com/course/positive-self-talk/,https://img-c.udemycdn.com/course/750x422/3805684_6326.jpg
"Life Mastery - Happiness, Health & Success",775932,4.66,12991,3847,3 hours,English,Paid,Chris Croft and Louise C,"12250180, 4942712",2,40,2016-05-12,2021-02-05,2699.0,449.0,All Levels,Personal Development,Personal Development,No,"Practical techniques to successfully master work-life balance, happiness, and goal setting.",https://www.udemy.com/course/life-mastery-happy-healthy-successful/,https://img-c.udemycdn.com/course/750x422/775932_2ab6_3.jpg
Become a Master at Conflict Management at Home or Work,2456222,4.67,14092,3819,4.5 hours,English,Paid,"Roger Kay Allen, Ph.D.",8575448,1,52,2019-10-17,2021-06-15,3499.0,449.0,All Levels,Personal Development,Conflict Management,Yes,Learn Communication Skills in Conflict Resolution and Emotional Intelligence; Face Difficult Conversations Confidently,https://www.udemy.com/course/become-a-master-at-resolving-conflict-at-home-or-work/,https://img-c.udemycdn.com/course/750x422/2456222_71cb_2.jpg
Brain Science: Improve Your Memory & Boost Your Memory,841348,4.53,13027,3733,1 hour,English,Paid,Libby Seery Founder of Renaissance Life Therapies,7479160,1,24,2016-06-06,2017-09-09,3499.0,449.0,All Levels,Personal Development,Memory,No,Boost your memory with the help of brain science and exercises to help improve your memory,https://www.udemy.com/course/brain-science-improve-your-memory/,https://img-c.udemycdn.com/course/750x422/841348_561e_3.jpg
Transformation Life Coach Certification  (Accredited),1895312,4.67,18414,3701,10 hours,English,Paid,Joeel & Natalie Rivera and Transformation Services,"988786, 62486662",2,123,2018-09-13,2022-11-03,3499.0,449.0,All Levels,Personal Development,Personal Transformation,Yes,"Life coach your clients to breakthrough, create lasting change, master transitions & be the hero of their life story",https://www.udemy.com/course/transformation-life-coach-certification/,https://img-c.udemycdn.com/course/750x422/1895312_edd4_4.jpg
Goal Setting to Success: Life Coach Certification Accredited,720766,4.59,20079,3685,6.5 hours,English,Paid,Joeel & Natalie Rivera and Transformation Services,"988786, 62486662",2,64,2016-02-24,2022-11-03,3499.0,449.0,All Levels,Personal Development,Life Coach Training,Yes,"Learn Life Coaching industry best practices. Help clients be successful, achieve their goals, and reach their dreams!",https://www.udemy.com/course/goal-success-life-coach-certification/,https://img-c.udemycdn.com/course/750x422/720766_9c10_8.jpg
Spiritual Coach Certification (Accredited),3029632,4.72,13251,3663,4 hours,English,Paid,Joeel & Natalie Rivera and Emily Andrews,"988786, 103366051",2,46,2020-05-12,2022-11-03,3499.0,449.0,All Levels,Personal Development,Life Coach Training,No,"Coach others into alignment, fulfillment, connection & meaning! Elevate your life coaching business to the next level.",https://www.udemy.com/course/spiritual-life-coach-certification-accredited/,https://img-c.udemycdn.com/course/750x422/3029632_4385.jpg
Building Influence at Work,1415562,4.43,12649,3540,1 hour,English,Paid,"Andrew Luttrell, Ph.D.",12056666,1,19,2017-11-10,2019-05-20,3299.0,449.0,All Levels,Personal Development,Influence Skills,No,Apply strategies for career success from scientific research in behavioral science,https://www.udemy.com/course/building-influence-at-work/,https://img-c.udemycdn.com/course/750x422/1415562_52a9.jpg
What do we mean by climate breakdown?,2473210,4.48,5729,3478,1 hour,English,Paid,Richard Boothman,5945776,1,13,2019-09-04,2021-05-07,999.0,449.0,All Levels,Personal Development,Climate Change,No,A brief guide to the causes and consequences of climate breakdown,https://www.udemy.com/course/what-do-we-mean-by-climate-breakdown/,https://img-c.udemycdn.com/course/750x422/2473210_2290.jpg
course_title,course_id,course_avg_ratings,num_course_subscribers,num_course_reviews,course_length,course_language,course_type,course_instructor,course_instructor_id,num_course_instructor,num_course_lectures,course_publsihed_date,course_updated_date,course_list_price_inr,course_current_price_inr,course_instructional_level,course_category,course_label,is_course_bestseller,course_headline,course_url,course_image_url
Productivity and Time Management for the Overwhelmed,655608,4.52,160092,56987,2 hours,English,Paid,Josh Paulsen,9406592,1,32,2015-11-10,2017-06-14,2899.0,449.0,All Levels,Personal Development,Personal Productivity,Yes,A complete productivity and time management course designed to help you reduce your overwhelm and increase your results.,https://www.udemy.com/course/productivity-and-time-management/,https://img-c.udemycdn.com/course/750x422/655608_270e_4.jpg
"Time Management Mastery: Do More, Stress Less",2108272,4.5,94231,37619,2 hours,English,Paid,Alexis Haselberger,61268972,1,45,2019-04-11,2022-09-28,3499.0,449.0,All Levels,Personal Development,Time Management,No,"Take control of your time, your to-do list, and your overwhelm.  Learn how to get it all done, without the stress.",https://www.udemy.com/course/do-more-stress-less/,https://img-c.udemycdn.com/course/750x422/2108272_1035_5.jpg
Become a SuperLearner® 2: Learn Speed Reading & Boost Memory,591930,4.49,210536,36249,5 hours,English,Paid,Jonathan Levi and Lev Goldentouch and Anna Goldentouch and SuperHuman Academy®,"1603568, 2334314, 2376580, 75469214",4,63,2015-12-03,2022-05-10,3499.0,449.0,All Levels,Personal Development,Speed Reading,Yes,The original course to learn faster & more easily using the skills of the worlds fastest readers & memory record holders,https://www.udemy.com/course/become-a-superlearner-2-speed-reading-memory-accelerated-learning/,https://img-c.udemycdn.com/course/750x422/591930_e9a5_3.jpg
Life Coaching Certificate Course (Beginner to Intermediate),1080376,4.65,148787,35222,33.5 hours,English,Paid,Kain Ramsay and The Academy of Modern Applied Psychology,"3890126, 50670208",2,130,2017-03-11,2022-10-17,3499.0,449.0,All Levels,Personal Development,Life Coach Training,No,A comprehensive online training that delivers in-depth understanding of the key elements of the Life Coaching profession,https://www.udemy.com/course/life-coaching-online-certification-course-life-coach-training/,https://img-c.udemycdn.com/course/750x422/1080376_3647_10.jpg
Storytelling to Influence,941752,4.4,51515,24511,1 hour,English,Paid,Jeff Tan,21198036,1,24,2016-09-02,2016-12-19,2599.0,449.0,All Levels,Personal Development,Storytelling,No,How to use stories to influence decision makers in the audience!,https://www.udemy.com/course/storytellingtoinfluence/,https://img-c.udemycdn.com/course/750x422/941752_d931_5.jpg
Neuro-Linguistic Programming (NLP) Practitioner Certificate,1336872,4.54,129389,23530,42 hours,English,Paid,Kain Ramsay and The Academy of Modern Applied Psychology,"3890126, 50670208",2,155,2017-10-09,2022-10-17,3499.0,449.0,All Levels,Personal Development,Neuro-Linguistic Programming,Yes,Gain an in-depth understanding of Neuro-Linguistic Programming (NLP) for personal growth and professional excellence.,https://www.udemy.com/course/nlp-practitioner-neuro-linguistic-programming-online-course/,https://img-c.udemycdn.com/course/750x422/1336872_db4d_7.jpg
Psychology of Diversity and Unconscious Bias,1210442,4.52,47419,22514,2.5 hours,English,Paid,"Andrew Luttrell, Ph.D.",12056666,1,33,2017-05-16,2021-10-21,3299.0,449.0,All Levels,Personal Development,Diversity and Inclusion,Yes,"Understand Stereotypes, Prejudice, and Discrimination and How to Reduce Their Influence at Work and Your Community",https://www.udemy.com/course/psychology-diversity-unconscious-bias-discrimination/,https://img-c.udemycdn.com/course/750x422/1210442_2432.jpg
Customer Service: Soft Skills Fundamentals,1436164,4.44,56643,22283,40 mins,English,Paid,Samara Wenten,36775572,1,22,2017-12-07,2017-12-13,799.0,449.0,Beginner Level,Personal Development,Customer Service,Yes,How to keep your head when everyone else is losing theirs,https://www.udemy.com/course/customer-service-soft-skills-fundamentals/,https://img-c.udemycdn.com/course/750x422/1436164_3b76_2.jpg
Effective Email Communication: Enhancing Your Voice at Work,1432454,4.28,52967,21333,37 mins,English,Paid,Anonymized User and Nikki Woodford,"32892040, 32741038",2,11,2018-01-03,2017-12-26,1699.0,449.0,Beginner Level,Personal Development,Email Writing and Etiquette,No,Improving the Clarity and Effectiveness of Digital Communication,https://www.udemy.com/course/effective-email-communication/,https://img-c.udemycdn.com/course/750x422/1432454_926b_4.jpg
Stress Management: 40+ easy ways to deal with stress,466736,4.52,62769,20172,1 hour,English,Paid,Gregory Caremans - Brain Academy,7010472,1,20,2015-07-08,2022-03-05,3399.0,449.0,Beginner Level,Personal Development,Stress Management,Yes,"Stress relief and burnout prevention. Don't let stress control your life. Beat anxiety and worries. Live, Laugh, Love.",https://www.udemy.com/course/stress-management-40-easy-ways-to-deal-with-stress/,https://img-c.udemycdn.com/course/750x422/466736_d5f4_6.jpg
Critical Thinking Strategies For Better Decisions,3475640,4.35,37883,19802,1 hour,English,Paid,John Rampton,380776,1,23,2020-11-19,2020-12-16,799.0,449.0,All Levels,Personal Development,Critical Thinking,Yes,Upgrade your problem solving skills and optimize business outcomes by applying the critical thinking process.,https://www.udemy.com/course/critical-thinking-strategies/,https://img-c.udemycdn.com/course/750x422/3475640_27f2_3.jpg
Goal Setting Mastery Course,1350272,4.39,31924,18869,1.5 hours,English,Paid,Himesh Trivedi,11913992,1,26,2017-09-19,2021-11-08,3499.0,449.0,All Levels,Personal Development,Goal Setting,No,"Define your WHY and align it to your goals & create a step by step blueprint to plan, implement & achieve your goals",https://www.udemy.com/course/goal-setting-mastery-course/,https://img-c.udemycdn.com/course/750x422/1350272_45ed_4.jpg
SELF-CONFIDENCE: 40-minute Confidence & Self Esteem Guide,989196,4.56,70660,18366,4.5 hours,English,Paid,Jimmy Naraine and Jimmy Naraine Support,"1859852, 137189967",2,44,2016-11-01,2022-11-13,3499.0,449.0,All Levels,Personal Development,Confidence,Yes,"4h of NEW Content! Boost Your Confidence & Self Esteem, Handle Fear of Rejection,Learn Powerful Body Language,Feel Great",https://www.udemy.com/course/self-confidence-40-minute-confidence-self-esteem-guide/,https://img-c.udemycdn.com/course/750x422/989196_01e2_3.jpg
Successful Negotiation: Master Your Negotiating Skills,477888,4.55,62553,17525,2 hours,English,Paid,Chris Croft,12250180,1,41,2015-05-08,2020-03-28,3299.0,449.0,All Levels,Personal Development,Negotiation,Yes,Master negotiation with these negotiating tips,https://www.udemy.com/course/a-practical-guide-to-negotiating/,https://img-c.udemycdn.com/course/750x422/477888_34f6.jpg
Working Remotely: How To Succeed In The New Workplace,1561606,4.46,43315,16512,2 hours,English,Paid,Clare Lynch,8286392,1,39,2018-05-01,2022-10-19,1699.0,449.0,All Levels,Personal Development,Working Remotely,No,A how-to guide for remote workers - and those who work with them,https://www.udemy.com/course/working-remotely/,https://img-c.udemycdn.com/course/750x422/1561606_2818.jpg
"Growth Mindset: The Key to Confidence, Impact & Fulfillment",2787956,4.45,36438,16102,1 hour,English,Paid,Diane Flynn,31246304,1,20,2020-03-06,2020-07-27,1299.0,449.0,All Levels,Personal Development,Growth Mindset,Yes,"Discover how your mindset can expand possibilities and fulfillment, in your career and in life! Certification available",https://www.udemy.com/course/growth-mindset-the-key-to-greater-confidence-and-impact/,https://img-c.udemycdn.com/course/750x422/2787956_f2a8_4.jpg
Active Listening Masterclass,1299614,4.47,43995,16019,31 mins,English,Paid,Everett Bowes,14687140,1,14,2017-07-28,2022-06-24,799.0,449.0,All Levels,Personal Development,Listening Skills,No,Stop Hearing; Start Listening. Transform Your Business Now.,https://www.udemy.com/course/active-listening/,https://img-c.udemycdn.com/course/750x422/1299614_5ed9_3.jpg
Professional Life Coach Certification & Guide (Accredited),789146,4.59,56956,15882,13 hours,English,Paid,Joeel & Natalie Rivera and Transformation Services,"988786, 62486662",2,118,2016-03-29,2022-11-03,3499.0,449.0,All Levels,Personal Development,Life Coach Training,Yes,"Become a certified life coach & grow your life coaching business! Done-for-you forms, tools, processes & best practices",https://www.udemy.com/course/life-coaching-a-complete-guide/,https://img-c.udemycdn.com/course/750x422/789146_6b10_4.jpg
Neuroplasticity: How To Rewire Your Brain,836842,4.62,107182,15008,4 hours,English,Paid,Gregory Caremans - Brain Academy,7010472,1,36,2016-07-26,2021-07-22,3499.0,449.0,All Levels,Personal Development,Neuroplasticity,Yes,"How to develop mental flexibility, change habits, stop procrastination and alter memories based on neuroscience research",https://www.udemy.com/course/neuroplasticity/,https://img-c.udemycdn.com/course/750x422/836842_38ab_5.jpg
Work From Home: Where to Start and How to Succeed,1458490,4.56,30892,14762,1.5 hours,English,Paid,Reneice Charles,30011862,1,27,2018-01-16,2018-01-18,2799.0,449.0,Beginner Level,Personal Development,Personal Productivity,No,"How to get started,  organized, increase efficiency, and maximize productivity while working in your home environment.",https://www.udemy.com/course/working-effectively-from-home/,https://img-c.udemycdn.com/course/750x422/1458490_7d52_2.jpg
Practical Time Management - Personal Productivity Tools,2600276,4.58,25684,14040,1.5 hours,English,Paid,Piotr Nabielec,28375170,1,29,2019-11-05,2022-08-18,999.0,449.0,All Levels,Personal Development,Time Management,No,Time management tools that will improve your productivity and work and life satisfaction,https://www.udemy.com/course/practical-time-management-nabielec/,https://img-c.udemycdn.com/course/750x422/2600276_ae1f_2.jpg
Tactics for Tackling Difficult People in Life and Work,816354,4.52,36805,13981,1 hour,English,Paid,Barry Winbolt and Skill Boosters,"21838276, 22673930",2,11,2016-04-29,2018-07-06,1999.0,449.0,All Levels,Personal Development,Communication Skills,No,Recognise and use four key skills of self-empowerment when faced with difficult behaviour,https://www.udemy.com/course/tackling-difficult-people-with-barry-winbolt-msc/,https://img-c.udemycdn.com/course/750x422/816354_ac35_2.jpg
Management Skills: New Manager Training - 2022,988524,4.53,71851,13992,12 hours,English,Paid,"Lawrence M. Miller, Institute for Leadership Excellence",2042582,1,90,2016-12-03,2022-02-21,3499.0,449.0,All Levels,Personal Development,Management Skills,Yes,"Management Skills Certification in Developing People, Leading Teams & Process Improvement in the New Hybrid Work Culture",https://www.udemy.com/course/the-new-manager-managing-people-teams-processes/,https://img-c.udemycdn.com/course/750x422/988524_8235_7.jpg
Assertiveness Basics: The 50-minute Communication Guide,792270,4.48,54727,13966,1 hour,English,Paid,Dr. Roy Naraine and Adam Naraine and Jimmy Naraine,"2061762, 7657676, 1859852",3,24,2016-03-15,2021-12-13,3399.0,449.0,All Levels,Personal Development,Assertiveness,Yes,Communication Skills. Confidence. Body Language. Stress Management. Social Dynamics. Personal Development.,https://www.udemy.com/course/assertiveness-basics-the-30-minute-communication-guide/,https://img-c.udemycdn.com/course/750x422/792270_7d86_2.jpg
Radiate Confidence: How to Create a 1000 Watt Presence,120600,4.6,77420,13944,6 hours,English,Paid,Alexa Fischer,43823,1,52,2013-11-18,2020-07-12,3499.0,449.0,All Levels,Personal Development,Confidence,No,"Helping you unlock your inner light, or presence, so you can easily, effortlessly connect with everyone you meet.",https://www.udemy.com/course/1000-watt-presence/,https://img-c.udemycdn.com/course/750x422/120600_4077_7.jpg
Workplace Communication: You Can Speak Up at Meetings!,363274,4.63,64234,13976,29 hours,English,Paid,TJ Walker,2565950,1,604,2014-12-11,2022-11-09,3499.0,449.0,All Levels,Personal Development,Business Communication,Yes,You Can Learn to Speak up At Anytime Knowing how To Look and Sound Your Best in Meetings,https://www.udemy.com/course/how-to-speak-up-at-meetings/,https://img-c.udemycdn.com/course/750x422/363274_6346_4.jpg
Modern Productivity — Superhuman Focus In A Distracted World,1434492,4.56,44827,13794,2 hours,English,Paid,Brad Merrill,11355780,1,30,2017-11-16,2021-11-19,3499.0,449.0,All Levels,Personal Development,Personal Productivity,No,"Boost your productivity, reclaim your focus, and achieve your goals with this proven approach to personal productivity!",https://www.udemy.com/course/modern-productivity/,https://img-c.udemycdn.com/course/750x422/1434492_9e1e_3.jpg
"Emotional Intelligence: Master Anxiety, Fear, & Emotions",1119356,4.48,60643,13483,7 hours,English,Paid,Joeel & Natalie Rivera and Transformation Services,"988786, 62486662",2,50,2017-02-28,2022-11-03,3499.0,449.0,All Levels,Personal Development,Emotional Intelligence,Yes,"Emotional Intelligence: Techniques for Recognizing, Overcoming, & Coping with Negative Emotions  like Anxiety & Fear",https://www.udemy.com/course/master-your-emotions-uncertainty-stress-anxiety-and-fear/,https://img-c.udemycdn.com/course/750x422/1119356_9abd_2.jpg
